chapter_number,word,count
12,alway,1
12,eyesand,1
12,listen,2
12,place,3
12,around,2
12,becam,1
12,aliv,1
12,creatur,1
12,grass,2
12,rustl,2
12,feet,1
12,byth,1
12,frighten,1
12,mous,1
12,splash,1
12,neighbour,1
12,poolsh,1
12,rattl,2
12,teacup,2
12,march,1
12,hare,1
12,friend,1
12,share,4
12,neverend,1
12,meal,1
12,shrill,2
12,order,1
12,guest,1
12,executiononc,1
12,pigbabi,1
12,sneez,2
12,duchesss,1
12,plate,1
12,dish,1
12,crash,1
12,itonc,1
12,shriek,2
12,gryphon,2
12,squeak,1
12,slatepencil,1
12,choke,1
12,suppress,1
12,guineapig,1
12,fill,1
12,mix,1
12,distant,1
12,sob,2
12,miser,1
12,mock,2
12,turtl,2
12,close,1
12,wonderland,3
12,knew,2
12,chang,4
12,dull,1
12,realityth,1
12,wind,1
12,pool,1
12,rippl,1
12,reedsth,1
12,tinkl,1
12,sheepbel,1
12,shepherd,1
12,boyand,1
12,babi,1
12,nois,1
12,confus,1
12,clamour,1
12,farmyardwhil,1
12,cattl,1
12,distanc,1
12,take,2
12,heavi,1
12,pictur,1
12,aftertim,1
12,woman,1
12,riper,1
12,year,2
12,simpl,3
12,love,1
12,heart,1
12,childhood,1
12,gather,1
12,children,1
12,_their_,1
12,mani,3
12,tale,1
12,perhap,1
12,ago,1
12,feel,1
12,sorrow,1
12,pleasur,1
12,joy,1
12,childlif,1
12,happi,1
12,summer,1
12,project,85
12,gutenberg,28
12,ebook,14
12,file,4
12,txt,1
12,zip,1
12,associ,8
12,various,1
12,format,6
12,httpswwwgutenbergorg,1
12,updat,1
12,edit,5
12,replac,6
12,previous,1
12,oneth,1
12,old,2
12,renam,1
12,creat,6
12,print,3
12,protect,7
12,copyright,19
12,law,16
12,own,2
12,unit,13
12,state,23
12,foundat,25
12,copi,24
12,distribut,23
12,without,8
12,permiss,6
12,pay,4
12,royalti,6
12,special,1
12,forth,8
12,term,21
12,part,5
12,licens,17
12,appli,1
12,gutenbergtm,57
12,electron,29
12,concept,2
12,trademark,13
12,regist,2
12,may,14
12,charg,7
12,follow,5
12,includ,13
12,compli,9
12,easi,1
12,purpos,2
12,creation,1
12,deriv,5
12,report,2
12,perform,6
12,research,2
12,modifi,1
12,given,1
12,awayyou,1
12,practic,1
12,redistribut,5
12,subject,1
12,especi,1
12,commerci,1
12,start,2
12,mission,4
12,promot,3
12,phrase,4
12,agre,10
12,avail,2
12,onlin,3
12,wwwgutenbergorglicens,1
12,section,8
12,a,1
12,indic,2
12,understand,1
12,accept,4
12,intellectu,2
12,properti,2
12,trademarkcopyright,1
12,agreement,18
12,abid,1
12,ceas,1
12,destroy,2
12,possess,2
12,paid,6
12,fee,12
12,obtain,5
12,access,12
12,bound,2
12,refund,10
12,entiti,3
12,paragraph,14
12,e,22
12,b,2
12,peopl,3
12,c,4
12,lot,1
12,help,3
12,preserv,1
12,futur,3
12,literari,13
12,archiv,13
12,pglaf,1
12,compil,1
12,individu,4
12,public,3
12,domain,2
12,unprotect,1
12,locat,6
12,claim,1
12,prevent,1
12,display,6
12,base,2
12,refer,2
12,remov,3
12,hope,1
12,support,4
12,freeli,4
12,complianc,5
12,easili,1
12,attach,1
12,other,1
12,d,1
12,also,2
12,govern,1
12,countri,4
12,constant,1
12,outsid,2
12,check,4
12,addit,5
12,download,1
12,represent,1
12,concern,2
12,status,4
12,activ,2
12,link,4
12,immedi,2
12,appear,3
12,promin,2
12,whenev,1
12,view,2
12,anyon,4
12,anywher,1
12,cost,4
12,almost,1
12,restrict,1
12,whatsoev,1
12,reus,1
12,wwwgutenbergorg,4
12,text,1
12,contain,3
12,notic,3
12,post,4
12,holder,4
12,provid,15
12,either,1
12,requir,6
12,impos,1
12,unlink,1
12,detach,1
12,convert,1
12,binari,1
12,compress,1
12,nonproprietari,1
12,proprietari,1
12,form,4
12,process,1
12,hypertext,1
12,howev,1
12,plain,2
12,vanilla,2
12,ascii,2
12,offici,3
12,version,1
12,websit,4
12,expens,3
12,user,3
12,export,1
12,request,1
12,origin,2
12,altern,1
12,specifi,2
12,reason,1
12,gross,1
12,profit,1
12,calcul,2
12,method,2
12,alreadi,1
12,applic,3
12,tax,7
12,owe,1
12,owner,4
12,donat,19
12,payment,3
12,within,4
12,date,2
12,prepar,2
12,legal,3
12,period,1
12,clear,1
12,address,2
12,inform,8
12,money,3
12,notifi,1
12,email,3
12,receipt,2
12,physic,2
12,medium,5
12,discontinu,1
12,accord,2
12,f,11
12,defect,7
12,discov,2
12,wish,1
12,group,1
12,differ,1
12,manag,1
12,contact,3
12,volunt,6
12,employe,2
12,expend,1
12,consider,2
12,effort,5
12,identifi,1
12,transcrib,1
12,proofread,1
12,despit,1
12,store,1
12,limit,8
12,incomplet,1
12,inaccur,1
12,corrupt,1
12,data,1
12,transcript,1
12,error,1
12,infring,1
12,damag,7
12,disk,1
12,comput,4
12,virus,1
12,code,1
12,equip,3
12,warranti,5
12,disclaim,5
12,describ,1
12,parti,1
12,liabil,3
12,remedi,1
12,neglig,1
12,strict,1
12,breach,2
12,contract,1
12,distributor,1
12,liabl,1
12,actual,1
12,indirect,2
12,consequenti,1
12,punit,1
12,incident,1
12,possibl,1
12,receiv,8
12,send,2
12,explan,2
12,elect,1
12,lieu,2
12,choos,1
12,second,2
12,opportun,2
12,demand,1
12,fix,1
12,problem,1
12,asi,1
12,kind,1
12,express,1
12,impli,2
12,merchant,1
12,allow,1
12,exclus,1
12,type,1
12,violat,1
12,interpret,1
12,maximum,1
12,permit,2
12,invalid,1
12,unenforc,1
12,provis,2
12,void,1
12,remain,2
12,indemn,1
12,indemnifi,1
12,agent,1
12,product,1
12,harmless,1
12,aris,1
12,caus,2
12,occur,1
12,alter,1
12,modif,1
12,delet,1
12,synonym,1
12,readabl,1
12,widest,2
12,varieti,1
12,obsolet,1
12,middleag,1
12,new,3
12,exist,1
12,hundr,1
12,walk,1
12,life,1
12,financi,1
12,assist,1
12,need,1
12,critic,1
12,reach,1
12,goal,1
12,ensur,1
12,generat,2
12,secur,1
12,perman,1
12,learn,1
12,page,3
12,nonprofit,1
12,educ,1
12,corpor,1
12,organ,1
12,mississippi,1
12,grant,1
12,exempt,2
12,intern,2
12,revenu,1
12,servic,1
12,ein,1
12,feder,2
12,identif,1
12,contribut,2
12,deduct,1
12,extent,1
12,offic,1
12,north,1
12,west,1
12,salt,1
12,lake,1
12,citi,1
12,ut,1
12,wwwgutenbergorgcontact,1
12,depend,1
12,surviv,1
12,widespread,1
12,carri,1
12,increas,1
12,machineread,1
12,array,1
12,outdat,1
12,small,2
12,particular,3
12,maintain,1
12,ir,1
12,commit,1
12,regul,1
12,chariti,1
12,charit,1
12,uniform,1
12,paperwork,1
12,meet,1
12,solicit,3
12,confirm,2
12,determin,1
12,visit,2
12,wwwgutenbergorgdon,2
12,met,1
12,prohibit,1
12,unsolicit,1
12,donor,1
12,approach,1
12,offer,1
12,grate,1
12,statement,1
12,treatment,1
12,alon,1
12,swamp,1
12,staff,1
12,web,1
12,current,1
12,credit,1
12,professor,1
12,michael,1
12,hart,1
12,librari,1
12,forti,1
12,produc,2
12,loos,1
12,network,1
12,often,1
12,sever,1
12,thus,1
12,necessarili,1
12,main,1
12,pg,1
12,search,1
12,facil,1
12,subscrib,1
12,newslett,1
